id,lon,lat,angle,z_peak_first_copdem,z_peak_max_1km_copdem,x_peak_first_copdem,x_peak_max_1km_copdem,lu_peak_first_copdem,lu_peak_max_1km_copdem,z_peak_first_deltadtm,z_peak_max_1km_deltadtm,x_peak_first_deltadtm,x_peak_max_1km_deltadtm,lu_peak_first_deltadtm,lu_peak_max_1km_deltadtm,he,ev,doc,doc_used,x_doc,x_shoreline,ns,bs_deltadtm,bs_copdem,cs_deltadtm,cs_copdem,extraction_flag,tr_zone_width,coast_type_flag,veg_type,mdt,lu_trees,lu_shrub,lu_grass,lu_crop,lu_built,lu_barren,lu_snow,lu_water,lu_wet,lu_mangr,lu_moss,class_most,class_most_land
BOX_N34E128_0908,128.463276,34.993114,178.247028,17.03,17.03,-475.0,-475.0,Trees,Trees,12.84,12.84,-475.0,-475.0,Trees,Trees,163.64,14444.07,,10.0,-1128.0,-514.3,0.01827,0.32665,0.40255,0.03683,0.04324,2,23.0,Rocky,,0.65,82.09,0.0,1.71,1.2,8.89,2.0,0.0,4.11,0.0,0.0,0.0,Trees,Trees
BOX_N34E128_0871,128.419109,34.834387,52.550057,4.38,21.92,-25.0,725.0,Built-up,Trees,4.97,23.84,-25.0,750.0,Built-up,Trees,49.58,1668.57,,3.77,-1675.0,-102.1,0.00317,0.0645,0.05686,0.00604,0.00568,23,160.7,Sandy,,0.66,51.33,0.0,2.1,2.27,25.59,2.78,0.0,15.93,0.0,0.0,0.0,Trees,Trees
BOX_N34E128_0839,128.398506,34.825955,275.807274,5.7,42.69,-125.0,500.0,Built-up,Built-up,4.86,42.2,-150.0,500.0,Built-up,Built-up,35.32,224.78,,4.48,-1350.0,-221.3,0.00505,0.06816,0.0579,0.0088,0.00842,23,65.1,Rocky,,0.66,52.44,0.0,2.45,0.86,22.77,2.14,0.0,19.33,0.0,0.0,0.0,Trees,Trees
BOX_N34E128_0809,128.342141,34.936239,246.436928,15.77,68.78,600.0,1375.0,Trees,Trees,0.51,60.25,275.0,1200.0,Open water,Trees,204.36,26052.23,,3.71,-2750.0,257.0,0.00166,0.02848,0.16887,0.00182,0.0062,23,96.6,Vegetated,,0.66,70.66,0.0,4.13,7.11,3.91,2.35,0.0,11.81,0.03,0.0,0.0,Trees,Trees
BOX_N34E128_0779,128.141783,34.899231,135.976731,69.98,161.88,350.0,1075.0,Trees,Trees,69.43,160.75,325.0,1050.0,Trees,Trees,70.59,2835.65,,10.0,-3017.1,144.1,0.00358,0.38379,0.33985,0.02416,0.02414,2,57.0,Rocky,,0.66,53.97,0.0,1.84,4.87,7.23,17.14,0.0,14.95,0.0,0.0,0.0,Trees,Trees
BOX_N34E128_0732,128.000972,34.989153,209.245823,32.3,43.04,300.0,725.0,Trees,Trees,1.2,3.3,175.0,900.0,Trees,Cropland,8.79,86.12,,2.47,-4000.0,132.2,0.00092,0.02798,0.18723,0.0012,0.00839,23,98.5,Sandy,Salt-marshes,0.67,22.09,0.0,2.98,17.56,3.15,3.88,0.0,50.2,0.13,0.0,0.0,Open water,Trees
BOX_N34E126_2856,127.833122,34.951584,125.280631,8.72,8.72,-650.0,-650.0,Open water,Open water,8.27,8.56,-700.0,175.0,Trees,Barren / sparse vegetation,3.59,25.2,,10.0,-1130.7,-724.4,0.02795,0.33903,0.11721,0.04557,0.04177,2,45.1,Muddy,,0.68,30.08,0.01,2.86,33.28,11.1,7.82,0.0,14.51,0.33,0.0,0.0,Cropland,Cropland
BOX_N34E126_2821,127.604511,34.933633,252.577166,4.83,4.83,-900.0,-900.0,Built-up,Built-up,7.38,65.16,25.0,350.0,Built-up,Trees,167.93,9666.76,,-0.03,-2125.0,-532.6,0.00091,0.01324,0.1066,0.00411,0.00546,23,,Other,,0.68,76.48,0.0,2.7,2.11,5.47,5.39,0.0,7.85,0.0,0.0,0.0,Trees,Trees
BOX_N34E126_2783,127.757586,34.794066,117.971271,5.0,69.27,0.0,575.0,Barren / sparse vegetation,Trees,4.95,68.58,0.0,550.0,Barren / sparse vegetation,Trees,141.76,5691.7,,10.0,-3051.3,-15.7,0.00378,0.31499,0.31861,0.00538,0.0054,2,47.0,Sandy,,0.68,68.72,0.0,2.76,8.24,5.34,2.81,0.0,12.13,0.0,0.0,0.0,Trees,Trees
BOX_N34E126_0687,127.722128,34.615641,212.437144,14.38,124.28,-300.0,500.0,Trees,Trees,16.24,126.45,-300.0,525.0,Trees,Trees,101.19,2819.02,,10.0,-2033.0,-369.0,0.00687,0.23538,0.20716,0.01597,0.0149,2,23.7,Rocky,,0.68,75.74,0.0,3.76,5.94,6.26,3.32,0.0,4.98,0.0,0.0,0.0,Trees,Trees
BOX_N34E126_2753,127.632933,34.659325,82.77499,5.22,67.37,-300.0,450.0,Barren / sparse vegetation,Trees,5.35,8.83,-325.0,75.0,Barren / sparse vegetation,Trees,116.75,9085.4,,3.6,-1400.0,-348.8,0.0049,0.22458,0.10754,0.00977,0.00943,23,63.2,Rocky,,0.68,72.13,0.0,3.25,4.0,5.01,5.08,0.0,10.54,0.0,0.0,0.0,Trees,Trees
BOX_N34E126_2720,127.567518,34.780186,276.575213,1.94,1.94,-350.0,-350.0,Open water,Open water,1.76,19.6,-350.0,500.0,Open water,Cropland,67.85,1366.8,,0.5,-4000.0,-394.9,0.00055,0.03922,0.04543,0.00103,0.00108,23,745.0,Muddy,,0.68,61.88,0.0,2.75,15.96,4.44,3.47,0.0,11.45,0.05,0.0,0.0,Trees,Trees
BOX_N34E126_2683,127.409466,34.814266,13.880668,32.04,91.03,-75.0,475.0,Trees,Trees,4.28,5.97,-150.0,175.0,Open water,Cropland,2.71,1.29,,,,-173.9,,0.17908,0.32525,,,23,46.6,Muddy,,0.68,12.82,0.06,2.01,11.65,3.11,2.45,0.0,67.87,0.03,0.0,0.0,Open water,Trees
BOX_N34E126_2651,127.4836,34.643231,162.049633,50.87,117.47,225.0,475.0,Trees,Trees,20.73,110.71,175.0,475.0,Trees,Trees,16.29,938.89,,6.16,-1075.0,109.6,0.00652,0.31691,0.34394,0.02276,,23,36.9,Rocky,,0.68,27.44,0.0,2.78,1.79,1.06,0.7,0.0,66.22,0.01,0.0,0.0,Open water,Trees
BOX_N34E126_2629,127.39913,34.560697,73.818186,,,,,,,2.42,2.42,300.0,300.0,Cropland,Cropland,-0.99,0.33,,0.39,-3100.0,262.5,0.00058,0.06464,,0.00129,,23,46.0,Rocky,Salt-marshes,0.68,12.13,0.01,2.3,40.57,3.84,2.03,0.0,34.11,5.0,0.0,0.0,Cropland,Cropland
BOX_N34E126_2601,127.307362,34.455339,279.735491,12.86,12.86,150.0,150.0,Open water,Open water,7.71,7.71,200.0,200.0,Trees,Trees,55.55,1472.16,,10.0,-3039.7,102.2,0.00369,0.07888,0.29024,0.00596,0.00767,2,63.8,Rocky,,0.68,49.35,0.0,0.65,1.6,0.6,1.37,0.0,46.43,0.0,0.0,0.0,Trees,Trees
BOX_N34E126_2566,127.175051,34.622676,288.456698,30.05,149.29,-250.0,400.0,Trees,Trees,30.47,149.52,-250.0,400.0,Trees,Trees,27.6,1994.13,,8.97,-1025.0,-341.5,0.01548,0.33298,0.3249,0.05296,0.05243,23,45.3,Rocky,,0.67,30.99,0.25,5.3,36.43,4.48,7.29,0.0,12.64,2.62,0.0,0.0,Cropland,Cropland
BOX_N34E126_2543,127.316859,34.671281,303.124122,8.77,8.77,350.0,350.0,Built-up,Built-up,4.96,4.96,350.0,350.0,Built-up,Built-up,11.77,188.29,,10.0,-185.5,276.1,0.02507,0.06708,0.12094,0.03087,0.03799,2,1983.3,Muddy,Salt-marshes,0.68,27.12,0.09,2.02,46.13,5.32,3.09,0.0,14.93,1.3,0.0,0.0,Cropland,Cropland
BOX_N34E126_2502,127.066403,34.657587,134.627423,1.18,7.5,125.0,775.0,Barren / sparse vegetation,Barren / sparse vegetation,1.39,8.66,125.0,975.0,Barren / sparse vegetation,Cropland,129.55,19987.22,,3.4,-4000.0,103.1,0.00122,0.06365,0.05525,0.00155,0.0015,23,218.2,Other,,0.67,50.83,0.0,1.11,24.78,5.1,3.75,0.0,14.41,0.0,0.0,0.0,Trees,Trees
BOX_N34E126_2461,126.945027,34.458023,94.053585,147.02,147.02,350.0,350.0,Trees,Trees,148.62,148.62,350.0,350.0,Trees,Trees,24.24,2270.0,,7.44,-4000.0,-148.5,0.00234,0.29814,0.2944,0.03624,0.03587,23,60.4,Rocky,Salt-marshes,0.66,28.22,0.05,1.65,52.4,2.92,1.91,0.0,8.68,4.18,0.0,0.0,Cropland,Cropland
BOX_N34E126_2417,126.770711,34.608324,95.758037,1.7,1.7,-800.0,-800.0,Open water,Open water,1.18,1.3,-775.0,0.0,Open water,Cropland,13.23,123.95,,,,-815.4,,0.02914,0.04251,,,23,413.9,Vegetated,,0.65,16.51,0.02,1.48,56.67,5.03,2.25,0.0,16.44,1.6,0.0,0.0,Cropland,Cropland
BOX_N34E126_2390,126.674921,34.417409,181.538924,35.85,47.68,-25.0,450.0,Trees,Trees,14.91,14.91,-125.0,-125.0,Trees,Trees,6.23,11.12,,,,-171.5,,0.32069,0.24657,,,23,61.6,Muddy,,0.64,26.26,0.02,1.59,43.56,3.81,2.44,0.0,19.63,2.69,0.0,0.0,Cropland,Cropland
BOX_N34E126_2349,126.477503,34.385222,349.218785,26.25,67.91,125.0,625.0,Trees,Trees,6.36,10.13,25.0,175.0,Trees,Trees,8.16,11.11,,0.75,-2850.0,-111.3,0.0009,0.04669,0.13707,0.00307,0.00965,23,106.6,Sandy,,0.63,35.24,0.0,0.93,5.54,3.1,1.28,0.0,53.78,0.12,0.0,0.0,Open water,Trees
BOX_N34E126_2327,126.463566,34.516366,240.905396,2.53,2.53,125.0,125.0,Barren / sparse vegetation,Barren / sparse vegetation,0.77,0.77,100.0,100.0,Barren / sparse vegetation,Barren / sparse vegetation,0.06,0.11,,1.73,-4000.0,86.2,0.00085,0.05547,0.05401,0.00103,0.00145,23,,Muddy,,0.63,2.16,0.08,5.89,48.46,0.89,0.91,0.0,38.0,3.6,0.0,0.0,Cropland,Cropland
BOX_N34E126_2308,126.337259,34.570202,194.390732,0.49,0.49,700.0,700.0,Open water,Open water,1.01,1.01,700.0,700.0,Open water,Open water,3.26,24.66,,4.76,-1575.0,665.1,0.00289,0.02883,0.00097,0.00329,0.00306,23,655.1,Muddy,,0.63,9.2,0.0,1.28,60.66,3.69,5.86,0.0,17.87,1.45,0.0,0.0,Cropland,Cropland
BOX_N34E126_2268,126.345881,34.699692,124.788005,1.9,5.09,-675.0,-50.0,Built-up,Built-up,1.64,2.95,-675.0,-75.0,Built-up,Barren / sparse vegetation,75.59,2750.71,,-0.28,-3225.0,-706.4,0.00062,0.05231,0.06054,0.00126,0.00113,23,267.1,Rocky,,0.62,63.15,0.0,1.16,23.47,3.21,2.66,0.0,6.35,0.0,0.0,0.0,Trees,Trees
BOX_N34E126_2232,126.369712,34.67555,322.621342,,,,,,,0.34,0.34,225.0,225.0,Cropland,Cropland,1.05,2.09,,0.07,-625.0,212.5,0.00228,0.02691,,0.00264,,23,1317.3,Muddy,,0.63,1.62,0.0,2.32,83.0,3.0,2.5,0.0,5.69,1.85,0.0,0.0,Cropland,Cropland
BOX_N34E126_2186,126.567663,34.640612,40.115755,,,,,,,1.06,18.58,475.0,1200.0,Cropland,Trees,46.47,1963.31,,-0.33,-875.0,402.0,0.00108,0.01458,,0.00181,,23,934.2,Muddy,Salt-marshes,0.63,39.55,0.0,1.55,51.43,2.26,3.02,0.0,2.19,0.01,0.0,0.0,Cropland,Cropland
BOX_N34E126_2150,126.420066,34.776461,350.21874,1.94,16.1,475.0,1125.0,Cropland,Built-up,2.19,2.19,225.0,225.0,Barren / sparse vegetation,Barren / sparse vegetation,1.02,1.12,,,,136.7,,0.02485,0.04592,,,23,145.4,Other,,0.62,21.26,0.0,4.17,16.89,35.16,10.91,0.0,8.62,2.97,0.0,0.0,Built-up,Built-up
BOX_N34E126_2127,126.621364,34.815394,264.306026,,,,,,,,,,,,,,,,,,,,,,,,123,,,,0.63,1.19,0.15,0.5,81.6,1.48,4.84,0.0,7.89,2.35,0.0,0.0,Cropland,Cropland
BOX_N34E126_1962,126.442443,35.059737,313.195728,3.4,23.82,275.0,1075.0,Open water,Barren / sparse vegetation,3.06,23.59,275.0,1050.0,Open water,Cropland,65.33,3033.22,,10.0,-708.9,228.1,0.01266,0.06522,0.07362,0.01516,0.01551,2,2325.9,Other,,0.61,43.98,0.0,0.76,31.33,4.53,6.4,0.0,13.0,0.01,0.0,0.0,Trees,Trees
BOX_N34E126_2098,126.369327,34.783018,222.164704,,,,,,,,,,,,,,,,,,,,,,,,123,64.0,Sandy,,0.62,22.72,0.0,0.92,0.57,67.01,0.9,0.0,7.89,0.0,0.0,0.0,Built-up,Built-up
BOX_N34E126_2071,126.399702,34.989607,122.703393,0.3,1.42,-75.0,650.0,Grassland,Cropland,0.33,10.56,725.0,1475.0,Cropland,Built-up,6.92,12.74,,0.17,-450.0,649.6,0.00178,0.00439,0.00126,0.00194,,23,,Muddy,Salt-marshes,0.61,0.79,0.0,13.62,47.95,14.73,11.89,0.0,9.2,1.81,0.0,0.0,Cropland,Cropland
BOX_N34E126_2044,126.327638,34.971794,30.855625,10.28,17.63,200.0,675.0,Cropland,Cropland,3.79,6.28,175.0,975.0,Cropland,Cropland,2.56,1.8,9.57,,,112.5,,0.06059,0.11749,,,3,944.2,Other,,0.61,2.91,0.0,0.68,39.03,4.26,9.73,0.0,43.33,0.06,0.0,0.0,Open water,Cropland
BOX_N34E126_1615,126.259014,35.055182,72.318457,,,,,,,,,,,,,,,9.57,,,,,,,,,13,,Rocky,,0.61,13.38,0.0,1.98,27.26,4.23,14.29,0.0,38.22,0.63,0.0,0.0,Open water,Cropland
BOX_N34E126_1983,126.346438,35.093352,10.667827,22.0,22.0,0.0,0.0,Trees,Trees,13.86,13.86,-75.0,-75.0,Open water,Open water,5.09,8.47,9.57,5.71,-3775.0,-99.6,0.00206,0.56359,0.22093,0.0058,0.00784,3,534.3,Muddy,,0.6,2.11,0.0,0.64,26.2,3.59,12.28,0.0,55.17,0.0,0.0,0.0,Open water,Cropland
BOX_N34E126_1952,126.424173,35.10858,212.483504,44.79,44.79,-100.0,-100.0,Trees,Trees,4.46,21.71,-225.0,-50.0,Open water,Trees,17.07,239.32,9.57,1.84,-3000.0,-266.4,0.00146,0.10765,0.26722,0.00305,0.01682,3,522.4,Muddy,,0.6,29.77,0.0,1.59,48.88,5.71,6.72,0.0,7.1,0.23,0.0,0.0,Cropland,Cropland
BOX_N34E126_1922,126.326088,35.254058,271.927808,2.99,,550.0,,Barren / sparse vegetation,,3.03,3.03,-25.0,-25.0,Built-up,Built-up,2.61,0.56,9.57,5.46,-575.0,-550.6,0.31218,0.00576,0.00272,0.01935,0.00943,3,2237.5,Muddy,,0.59,0.72,0.11,0.46,52.37,8.38,26.32,0.0,11.64,0.0,0.0,0.0,Cropland,Cropland
BOX_N34E126_1904,126.416779,35.373175,247.104226,23.31,25.2,250.0,325.0,Cropland,Trees,8.38,8.51,150.0,300.0,Built-up,Trees,4.03,16.67,9.51,0.06,-3125.0,76.8,0.0007,0.11447,0.13401,0.00325,0.00757,3,287.4,Sandy,,0.58,17.22,0.0,3.08,57.98,5.78,5.77,0.0,8.54,1.63,0.0,0.0,Cropland,Cropland
BOX_N34E126_1880,126.522613,35.532463,343.2629,3.42,8.21,100.0,925.0,Cropland,Cropland,3.37,3.81,25.0,800.0,Barren / sparse vegetation,Cropland,27.13,2248.87,9.51,9.51,-369.5,-5.7,0.03239,0.10978,0.03236,0.03841,0.03238,0,1332.1,Muddy,,0.57,34.11,0.01,1.61,46.55,5.39,4.17,0.0,8.16,0.0,0.0,0.0,Cropland,Cropland
BOX_N34E126_1854,126.586448,35.589077,179.958709,1.73,2.01,-125.0,525.0,Barren / sparse vegetation,Cropland,1.7,12.35,-125.0,675.0,Barren / sparse vegetation,Grassland,63.59,7198.31,9.51,9.51,-3774.8,-147.4,0.00327,0.07571,0.07742,0.00371,0.00372,0,268.8,Sandy,,0.57,54.75,0.0,1.89,24.71,6.47,5.77,0.0,6.41,0.0,0.0,0.0,Trees,Trees
BOX_N34E126_1808,126.626263,35.751529,287.788694,0.52,25.21,700.0,1425.0,Built-up,Trees,3.29,6.21,750.0,1050.0,Cropland,Cropland,8.75,40.1,,-1.24,350.0,444.0,0.01237,0.01075,0.0406,0.01113,0.02098,23,2505.7,Muddy,Salt-marshes,0.55,13.79,0.02,1.4,26.84,5.79,6.46,0.0,41.49,4.21,0.0,0.0,Open water,Cropland
BOX_N34E126_1780,126.776836,35.800765,219.287699,3.78,3.97,400.0,1200.0,Cropland,Cropland,,,,,,,,,,,,,,,0.02716,,0.02431,123,,Sandy,Salt-marshes,0.55,5.34,0.3,4.13,76.45,5.44,8.07,0.0,0.22,0.06,0.0,0.0,Cropland,Cropland
BOX_N36E126_1258,126.746858,36.014885,206.104903,8.02,8.02,225.0,225.0,Barren / sparse vegetation,Barren / sparse vegetation,0.6,4.84,125.0,250.0,Open water,Barren / sparse vegetation,3.15,0.21,,,,79.9,,0.0134,0.0567,,,23,437.9,Muddy,,0.53,0.16,0.0,0.73,46.19,4.48,2.74,0.0,45.7,0.0,0.0,0.0,Cropland,Cropland
BOX_N36E126_1248,126.663249,36.03079,265.589278,0.6,2.35,-500.0,150.0,Open water,Open water,0.25,1.72,-650.0,-75.0,Open water,Open water,6.52,35.63,,-0.69,-2900.0,-902.4,0.00087,0.00098,0.00407,0.00088,0.00098,23,1395.7,Muddy,,0.53,13.35,0.0,2.07,54.56,8.51,10.5,0.0,11.02,0.0,0.0,0.0,Cropland,Cropland
BOX_N36E126_1212,126.534573,36.215924,266.597309,16.86,16.86,75.0,75.0,Trees,Trees,6.4,6.4,50.0,50.0,Trees,Trees,20.98,1260.13,,4.13,-4000.0,-62.5,0.00166,0.05692,0.12259,0.0032,0.00574,23,509.7,Muddy,,0.52,30.67,0.0,1.14,56.24,2.92,1.83,0.0,7.2,0.0,0.0,0.0,Cropland,Cropland
BOX_N36E126_0026,126.547391,36.468369,257.366082,0.68,25.68,425.0,1025.0,Open water,Trees,0.38,1.0,-400.0,-250.0,Cropland,Cropland,1.72,6.52,,,,-455.3,,0.00687,0.03299,,,23,,Muddy,Salt-marshes,0.53,14.14,0.0,3.08,38.56,1.01,4.76,0.0,33.68,4.77,0.0,0.0,Cropland,Cropland
BOX_N36E126_1136,126.460829,36.682872,254.780723,0.82,2.71,200.0,1000.0,Cropland,Cropland,0.45,12.89,950.0,1575.0,Cropland,Cropland,7.29,15.28,,-0.49,150.0,687.3,0.00358,0.0017,0.01906,0.00296,,23,489.6,Muddy,Salt-marshes,0.55,3.87,0.01,12.92,46.43,15.79,9.92,0.0,11.05,0.01,0.0,0.0,Cropland,Cropland
BOX_N36E126_1095,126.271825,36.714456,281.606422,24.71,57.98,25.0,500.0,Trees,Trees,9.91,28.61,25.0,275.0,Trees,Trees,12.6,88.84,,0.35,-300.0,-74.3,0.01232,0.09981,0.25007,0.03905,0.08458,23,,Muddy,,0.56,19.65,0.0,1.46,55.07,5.39,9.55,0.0,8.85,0.03,0.0,0.0,Cropland,Cropland
BOX_N36E126_0148,126.401622,36.495623,84.547818,1.65,2.78,50.0,250.0,Open water,Open water,1.76,2.05,50.0,225.0,Open water,Barren / sparse vegetation,5.93,46.57,,10.0,-3234.8,-76.4,0.00392,0.01394,0.00772,0.00431,0.00427,2,633.2,Muddy,Salt-marshes,0.53,37.18,0.01,5.49,21.02,5.22,14.11,0.0,15.35,1.62,0.0,0.0,Trees,Trees
BOX_N36E126_0116,126.332054,36.508153,267.572029,45.32,45.32,325.0,325.0,Trees,Trees,5.54,5.54,150.0,150.0,Trees,Trees,3.55,4.05,,7.59,-2325.0,52.1,0.0042,0.05658,0.16614,0.00627,0.02087,23,163.1,Sandy,,0.54,32.54,0.0,2.9,35.16,10.86,5.45,0.0,10.18,2.91,0.0,0.0,Cropland,Cropland
BOX_N36E126_1080,126.156154,36.68128,261.229233,73.3,78.52,-75.0,350.0,Trees,Trees,5.95,8.31,-300.0,575.0,Built-up,Cropland,18.68,957.68,,10.0,-3118.9,-372.0,0.00453,0.08269,0.24697,0.00652,0.02817,2,1302.6,Rocky,,0.56,51.79,0.0,7.98,20.61,3.81,6.64,0.0,9.15,0.02,0.0,0.0,Trees,Trees
BOX_N36E126_1043,126.147327,36.804292,280.008631,15.96,15.96,-25.0,-25.0,Barren / sparse vegetation,Barren / sparse vegetation,4.76,6.99,-100.0,175.0,Barren / sparse vegetation,Barren / sparse vegetation,11.78,230.72,,10.0,-1062.4,-156.9,0.0138,0.08374,0.11846,0.01794,0.02743,2,70.8,Rocky,,0.57,42.56,0.01,5.04,21.27,2.92,6.37,0.0,21.81,0.01,0.0,0.0,Trees,Trees
BOX_N36E126_1019,126.2244,36.904131,341.201744,22.09,22.09,-150.0,-150.0,Trees,Trees,8.68,17.13,250.0,725.0,Barren / sparse vegetation,Trees,3.84,13.72,,10.0,-584.3,-202.1,0.03313,0.01921,0.39868,0.02558,0.08001,2,70.2,Rocky,,0.59,18.71,0.0,3.67,23.68,10.37,20.01,0.0,20.69,2.87,0.0,0.0,Cropland,Cropland
BOX_N36E126_0983,126.286764,36.819682,125.640469,102.13,149.7,825.0,1050.0,Trees,Trees,105.58,152.03,825.0,1025.0,Trees,Trees,57.55,1454.98,,,,476.2,,0.3027,0.29213,,,23,1593.6,Muddy,,0.57,59.66,0.0,3.68,15.75,1.01,3.03,0.0,16.78,0.1,0.0,0.0,Trees,Trees
BOX_N36E126_0959,126.415089,36.896329,336.974388,0.78,2.46,-600.0,175.0,Open water,Open water,0.83,1.32,-450.0,150.0,Open water,Open water,14.14,117.53,,0.74,-2800.0,-590.6,0.00161,0.0059,0.03908,0.00186,0.0016,23,2871.7,Muddy,,0.59,40.4,0.0,3.92,32.49,7.45,4.42,0.0,9.92,1.4,0.0,0.0,Trees,Trees
BOX_N36E126_0925,126.436925,37.009552,25.090195,1.24,89.49,-50.0,675.0,Built-up,Trees,0.78,88.66,-50.0,650.0,Built-up,Trees,32.09,611.54,,4.08,-625.0,-101.5,0.01329,0.01519,0.024,0.01346,0.01425,23,362.2,Sandy,,0.61,54.11,0.0,2.93,13.98,11.14,6.86,0.0,9.84,1.14,0.0,0.0,Trees,Trees
BOX_N36E126_0922,126.46588,37.008498,277.834008,3.41,3.41,450.0,450.0,Barren / sparse vegetation,Barren / sparse vegetation,2.28,2.28,425.0,425.0,Open water,Open water,0.14,1.39,,2.74,-500.0,373.6,0.00649,0.04427,0.04877,0.00859,0.00957,23,92.4,Other,Salt-marshes,0.61,13.08,0.0,3.2,56.71,5.44,3.59,0.0,17.72,0.27,0.0,0.0,Cropland,Cropland
BOX_N36E126_0909,126.554818,37.033303,24.421485,5.98,46.6,-250.0,-100.0,Barren / sparse vegetation,Trees,1.78,7.81,-150.0,525.0,Trees,Cropland,6.24,10.7,,10.0,-1069.2,-351.7,0.01834,0.00881,0.05879,0.01625,0.02336,2,284.8,Rocky,,0.61,45.01,0.02,3.1,35.07,7.71,4.21,0.0,4.8,0.09,0.0,0.0,Trees,Trees
BOX_N36E126_0882,126.805194,36.928045,25.520926,7.53,13.59,-275.0,600.0,Built-up,Built-up,3.97,6.41,-275.0,475.0,Built-up,Built-up,4.1,2.19,,1.79,-3150.0,-323.8,0.00186,0.08126,0.1546,0.0032,0.00444,23,172.3,Other,,0.59,2.79,0.21,1.74,65.1,8.29,9.25,0.0,12.41,0.22,0.0,0.0,Cropland,Cropland
BOX_N36E126_0868,126.907302,36.907094,250.691641,6.48,6.48,125.0,125.0,Barren / sparse vegetation,Barren / sparse vegetation,,,,,,,,0.38,,-2.32,-4000.0,83.1,0.00028,,0.14176,,0.00184,234,662.8,,,0.58,0.01,0.0,0.1,0.1,1.12,0.44,0.0,98.24,0.0,0.0,0.0,Open water,Built-up
BOX_N36E126_0824,126.750339,37.051644,280.236322,10.82,10.82,200.0,200.0,Barren / sparse vegetation,Barren / sparse vegetation,7.63,8.87,175.0,250.0,Barren / sparse vegetation,Grassland,8.54,28.24,,-3.24,-4000.0,101.9,5.0e-5,0.10442,0.1105,0.00188,0.00262,23,3521.3,Muddy,,0.61,15.09,0.04,2.35,47.38,14.57,9.23,0.0,11.32,0.0,0.0,0.0,Cropland,Cropland
BOX_N36E126_0802,126.658786,37.186826,124.908261,2.08,2.3,-600.0,-475.0,Open water,Open water,2.32,2.32,-575.0,-575.0,Open water,Open water,4.5,3.02,,,,-622.9,,0.04833,0.09143,,,23,,Muddy,,0.64,4.95,0.0,1.16,0.63,7.15,6.49,0.0,77.12,2.5,0.0,0.0,Open water,Built-up
BOX_N36E126_0752,126.73622,37.381127,338.508325,,,,,,,,,,,,,,,,,,,,,,,,123,,Other,Salt-marshes,0.67,14.44,0.01,3.17,25.15,41.17,12.53,0.0,3.52,0.01,0.0,0.0,Built-up,Built-up
BOX_N36E126_0716,126.609219,37.486385,342.274397,6.57,8.76,575.0,675.0,Built-up,Built-up,5.75,6.53,650.0,1325.0,Built-up,Built-up,5.39,0.54,,5.85,-1925.0,526.0,0.00373,0.04635,0.13348,0.00579,0.00629,23,165.9,Sandy,,0.69,0.97,0.0,0.09,0.0,56.96,4.05,0.0,37.93,0.0,0.0,0.0,Built-up,Built-up
BOX_N36E126_0678,126.522758,37.761216,247.590804,4.28,4.28,-225.0,-225.0,Barren / sparse vegetation,Barren / sparse vegetation,1.38,1.38,-225.0,-225.0,Barren / sparse vegetation,Barren / sparse vegetation,3.6,19.34,,3.22,-775.0,-251.9,0.01087,0.05124,0.10656,0.01285,0.01137,23,165.2,Muddy,,0.72,17.34,0.0,1.16,28.19,1.18,2.34,0.0,49.79,0.0,0.0,0.0,Open water,Cropland
BOX_N36E126_0750,126.735625,37.394254,177.541974,,,,,,,0.49,1.55,-700.0,-575.0,Built-up,Built-up,7.04,223.0,,-0.07,-2475.0,-839.3,0.00202,0.00353,,0.00214,,23,,Muddy,,0.67,32.82,0.0,0.82,7.13,45.6,7.53,0.0,6.09,0.0,0.0,0.0,Built-up,Built-up
BOX_N36E126_0673,126.567741,37.773763,279.676865,18.06,18.06,425.0,425.0,Cropland,Cropland,7.35,,400.0,,Cropland,,3.98,1.86,,0.1,-975.0,-569.2,0.00615,0.00758,0.02494,0.00716,0.01468,23,3721.7,Muddy,,0.72,9.93,0.01,2.86,13.22,0.03,1.09,0.0,72.79,0.07,0.0,0.0,Open water,Cropland
BOX_N36E126_0641,126.284167,37.849901,144.703214,3.86,4.69,-100.0,500.0,Cropland,Cropland,3.92,4.98,-100.0,525.0,Cropland,Cropland,4.45,0.27,,-1.78,-4000.0,-123.8,0.00016,0.16463,0.16212,0.00116,0.00115,23,170.0,Muddy,,0.72,0.01,0.0,0.1,88.98,0.71,3.43,0.0,6.75,0.0,0.0,0.0,Cropland,Cropland
BOX_N36E124_0328,125.985741,37.831299,199.660324,1.03,2.21,-225.0,150.0,Open water,Cropland,1.79,2.79,-750.0,-100.0,Open water,Open water,2.01,0.13,,-0.03,-3575.0,-772.5,0.00097,0.07953,0.00216,0.0016,0.00157,23,,Muddy,,0.7,0.0,0.0,0.65,61.43,0.01,1.13,0.0,32.53,4.25,0.0,0.0,Cropland,Cropland
BOX_N36E124_0290,125.773568,37.99812,209.464883,2.42,8.17,-225.0,700.0,Open water,Cropland,2.51,8.34,-225.0,675.0,Open water,Cropland,13.69,60.58,,3.89,-1650.0,-248.2,0.00465,0.1084,0.10455,0.00634,0.00627,23,1498.3,Muddy,,0.68,2.46,0.32,5.98,78.78,0.6,4.69,0.0,7.17,0.02,0.0,0.0,Cropland,Cropland
